site,date,rainfall_mm
HY Wai-iti at Belgrove,2021-11-23,0
HY Wai-iti at Belgrove,2021-11-24,0
HY Wai-iti at Belgrove,2021-11-25,0
HY Wai-iti at Belgrove,2021-11-26,0
HY Wai-iti at Belgrove,2021-11-27,7.26
HY Wai-iti at Belgrove,2021-11-28,6.776
HY Wai-iti at Belgrove,2021-11-29,0
HY Wai-iti at Belgrove,2021-11-30,2.42
HY Wai-iti at Belgrove,2021-12-01,0.484
HY Wai-iti at Belgrove,2021-12-02,0.484
HY Wai-iti at Belgrove,2021-12-03,2.904
HY Wai-iti at Belgrove,2021-12-04,3.872
HY Wai-iti at Belgrove,2021-12-05,4.1522673
HY Wai-iti at Belgrove,2021-12-06,19.079733
HY Wai-iti at Belgrove,2021-12-07,0.484
HY Wai-iti at Belgrove,2021-12-08,0
HY Wai-iti at Belgrove,2021-12-09,0
HY Wai-iti at Belgrove,2021-12-10,2.59
HY Wai-iti at Belgrove,2021-12-11,2.072
HY Wai-iti at Belgrove,2021-12-12,2.59
HY Wai-iti at Belgrove,2021-12-13,0
HY Wai-iti at Belgrove,2021-12-14,11.914
HY Wai-iti at Belgrove,2021-12-15,39.886
HY Wai-iti at Belgrove,2021-12-16,11.396
HY Wai-iti at Belgrove,2021-12-17,0
HY Wai-iti at Belgrove,2021-12-18,0
HY Wai-iti at Belgrove,2021-12-19,0
HY Wai-iti at Belgrove,2021-12-20,0
HY Wai-iti at Belgrove,2021-12-21,0
HY Wai-iti at Belgrove,2021-12-22,0
HY Wai-iti at Belgrove,2021-12-23,0
HY Wai-iti at Belgrove,2021-12-24,0
HY Wai-iti at Belgrove,2021-12-25,0
HY Wai-iti at Belgrove,2021-12-26,0
HY Wai-iti at Belgrove,2021-12-27,0
HY Wai-iti at Belgrove,2021-12-28,14.504
HY Wai-iti at Belgrove,2021-12-29,0.518
HY Wai-iti at Belgrove,2021-12-30,0
HY Wai-iti at Belgrove,2021-12-31,0
HY Wai-iti at Belgrove,2022-01-01,0
HY Wai-iti at Belgrove,2022-01-02,0
HY Wai-iti at Belgrove,2022-01-03,0
HY Wai-iti at Belgrove,2022-01-04,0
HY Wai-iti at Belgrove,2022-01-05,0
HY Wai-iti at Belgrove,2022-01-06,0
HY Wai-iti at Belgrove,2022-01-07,0
HY Wai-iti at Belgrove,2022-01-08,0
HY Wai-iti at Belgrove,2022-01-09,0
HY Wai-iti at Belgrove,2022-01-10,0.518
HY Wai-iti at Belgrove,2022-01-11,0
HY Wai-iti at Belgrove,2022-01-12,0
HY Wai-iti at Belgrove,2022-01-13,0
HY Wai-iti at Belgrove,2022-01-14,0
HY Wai-iti at Belgrove,2022-01-15,0
HY Wai-iti at Belgrove,2022-01-16,0
HY Wai-iti at Belgrove,2022-01-17,0
HY Wai-iti at Belgrove,2022-01-18,0
HY Wai-iti at Belgrove,2022-01-19,1.892
HY Wai-iti at Belgrove,2022-01-20,0.946
HY Wai-iti at Belgrove,2022-01-21,0
HY Wai-iti at Belgrove,2022-01-22,0
HY Wai-iti at Belgrove,2022-01-23,0
HY Wai-iti at Belgrove,2022-01-24,1.892
HY Wai-iti at Belgrove,2022-01-25,1.419
HY Wai-iti at Belgrove,2022-01-26,8.987
HY Wai-iti at Belgrove,2022-01-27,0
HY Wai-iti at Belgrove,2022-01-28,0
HY Wai-iti at Belgrove,2022-01-29,0
HY Wai-iti at Belgrove,2022-01-30,0
HY Wai-iti at Belgrove,2022-01-31,0
HY Wai-iti at Belgrove,2022-02-01,0
HY Wai-iti at Belgrove,2022-02-02,11.3322048
HY Wai-iti at Belgrove,2022-02-03,9.4797952
HY Wai-iti at Belgrove,2022-02-04,22.231
HY Wai-iti at Belgrove,2022-02-05,10.879
HY Wai-iti at Belgrove,2022-02-06,5.676
HY Wai-iti at Belgrove,2022-02-07,0
HY Wai-iti at Belgrove,2022-02-08,0
HY Wai-iti at Belgrove,2022-02-09,18.92
HY Wai-iti at Belgrove,2022-02-10,8.041
HY Wai-iti at Belgrove,2022-02-11,0
HY Wai-iti at Belgrove,2022-02-12,36.894
HY Wai-iti at Belgrove,2022-02-13,22.231
HY Wai-iti at Belgrove,2022-02-14,0
HY Wai-iti at Belgrove,2022-02-15,0
HY Wai-iti at Belgrove,2022-02-16,0
HY Wai-iti at Belgrove,2022-02-17,0
HY Wai-iti at Belgrove,2022-02-18,0
HY Wai-iti at Belgrove,2022-02-19,8.041
HY Wai-iti at Belgrove,2022-02-20,4.257
HY Wai-iti at Belgrove,2022-02-21,0
HY Wai-iti at Belgrove,2022-02-22,0
HY Wai-iti at Belgrove,2022-02-23,0
HY Wai-iti at Belgrove,2022-02-24,0
HY Wai-iti at Belgrove,2022-02-25,0
HY Wai-iti at Belgrove,2022-02-26,0
HY Wai-iti at Belgrove,2022-02-27,0
HY Wai-iti at Belgrove,2022-02-28,0
HY Wai-iti at Belgrove,2022-03-01,1.892
HY Wai-iti at Belgrove,2022-03-02,0
HY Wai-iti at Belgrove,2022-03-03,0
HY Wai-iti at Belgrove,2022-03-04,0
HY Wai-iti at Belgrove,2022-03-05,0
HY Wai-iti at Belgrove,2022-03-06,0
HY Wai-iti at Belgrove,2022-03-07,0
HY Wai-iti at Belgrove,2022-03-08,0
HY Wai-iti at Belgrove,2022-03-09,0
HY Wai-iti at Belgrove,2022-03-10,0
HY Wai-iti at Belgrove,2022-03-11,1.03
HY Wai-iti at Belgrove,2022-03-12,0
HY Wai-iti at Belgrove,2022-03-13,0
HY Wai-iti at Belgrove,2022-03-14,0
HY Wai-iti at Belgrove,2022-03-15,0
HY Wai-iti at Belgrove,2022-03-16,0
HY Wai-iti at Belgrove,2022-03-17,0
HY Wai-iti at Belgrove,2022-03-18,0
HY Wai-iti at Belgrove,2022-03-19,0
HY Wai-iti at Belgrove,2022-03-20,0
HY Wai-iti at Belgrove,2022-03-21,11.845
HY Wai-iti at Belgrove,2022-03-22,7.655
HY Wai-iti at Belgrove,2022-03-23,17.17
HY Wai-iti at Belgrove,2022-03-24,0.505
HY Wai-iti at Belgrove,2022-03-25,0
HY Wai-iti at Belgrove,2022-03-26,0
HY Wai-iti at Belgrove,2022-03-27,0
HY Wai-iti at Belgrove,2022-03-28,0
HY Wai-iti at Belgrove,2022-03-29,0
HY Wai-iti at Belgrove,2022-03-30,0
HY Wai-iti at Belgrove,2022-03-31,0
HY Wai-iti at Belgrove,2022-04-01,0
HY Wai-iti at Belgrove,2022-04-02,0
HY Wai-iti at Belgrove,2022-04-03,0
HY Wai-iti at Belgrove,2022-04-04,0
HY Wai-iti at Belgrove,2022-04-05,0
HY Wai-iti at Belgrove,2022-04-06,4.545
HY Wai-iti at Belgrove,2022-04-07,0
HY Wai-iti at Belgrove,2022-04-08,0
HY Wai-iti at Belgrove,2022-04-09,0
HY Wai-iti at Belgrove,2022-04-10,0
HY Wai-iti at Belgrove,2022-04-11,0
HY Wai-iti at Belgrove,2022-04-12,0
HY Wai-iti at Belgrove,2022-04-13,0
HY Wai-iti at Belgrove,2022-04-14,0
HY Wai-iti at Belgrove,2022-04-15,0
HY Wai-iti at Belgrove,2022-04-16,0
HY Wai-iti at Belgrove,2022-04-17,0
HY Wai-iti at Belgrove,2022-04-18,0
HY Wai-iti at Belgrove,2022-04-19,0
HY Wai-iti at Belgrove,2022-04-20,1.515
HY Wai-iti at Belgrove,2022-04-21,28.785
HY Wai-iti at Belgrove,2022-04-22,0
HY Wai-iti at Belgrove,2022-04-23,0
HY Wai-iti at Belgrove,2022-04-24,0
HY Wai-iti at Belgrove,2022-04-25,0
HY Wai-iti at Belgrove,2022-04-26,0
HY Wai-iti at Belgrove,2022-04-27,0
HY Wai-iti at Belgrove,2022-04-28,0
HY Wai-iti at Belgrove,2022-04-29,0
HY Wai-iti at Belgrove,2022-04-30,0
HY Wai-iti at Belgrove,2022-05-01,0
HY Wai-iti at Belgrove,2022-05-02,0
HY Wai-iti at Belgrove,2022-05-03,0
HY Wai-iti at Belgrove,2022-05-04,0
HY Wai-iti at Belgrove,2022-05-05,0
HY Wai-iti at Belgrove,2022-05-06,0
HY Wai-iti at Belgrove,2022-05-07,0
HY Wai-iti at Belgrove,2022-05-08,0
HY Wai-iti at Belgrove,2022-05-09,0.988
HY Wai-iti at Belgrove,2022-05-10,0
HY Wai-iti at Belgrove,2022-05-11,0
HY Wai-iti at Belgrove,2022-05-12,0
HY Wai-iti at Belgrove,2022-05-13,0
HY Wai-iti at Belgrove,2022-05-14,4.94
HY Wai-iti at Belgrove,2022-05-15,15.808
HY Wai-iti at Belgrove,2022-05-16,1.976
HY Wai-iti at Belgrove,2022-05-17,0
HY Wai-iti at Belgrove,2022-05-18,0
HY Wai-iti at Belgrove,2022-05-19,2.47
HY Wai-iti at Belgrove,2022-05-20,19.266
HY Wai-iti at Belgrove,2022-05-21,0.494
HY Wai-iti at Belgrove,2022-05-22,0
HY Wai-iti at Belgrove,2022-05-23,0
HY Wai-iti at Belgrove,2022-05-24,0
HY Wai-iti at Belgrove,2022-05-25,0
HY Wai-iti at Belgrove,2022-05-26,0
HY Wai-iti at Belgrove,2022-05-27,0
HY Wai-iti at Belgrove,2022-05-28,0
HY Wai-iti at Belgrove,2022-05-29,0
HY Wai-iti at Belgrove,2022-05-30,22.23
HY Wai-iti at Belgrove,2022-05-31,30.496569
HY Wai-iti at Belgrove,2022-06-01,28.783431
HY Wai-iti at Belgrove,2022-06-02,6.916
HY Wai-iti at Belgrove,2022-06-03,3.458
HY Wai-iti at Belgrove,2022-06-04,0.494
HY Wai-iti at Belgrove,2022-06-05,21.838837
HY Wai-iti at Belgrove,2022-06-06,9.2831634
HY Wai-iti at Belgrove,2022-06-07,14.326
HY Wai-iti at Belgrove,2022-06-08,18.278
HY Wai-iti at Belgrove,2022-06-09,11.856
HY Wai-iti at Belgrove,2022-06-10,23.935255
HY Wai-iti at Belgrove,2022-06-11,15.584745
HY Wai-iti at Belgrove,2022-06-12,12.844
HY Wai-iti at Belgrove,2022-06-13,14.326
HY Wai-iti at Belgrove,2022-06-14,7.41
HY Wai-iti at Belgrove,2022-06-15,0
HY Wai-iti at Belgrove,2022-06-16,0
HY Wai-iti at Belgrove,2022-06-17,0
HY Wai-iti at Belgrove,2022-06-18,1.482
HY Wai-iti at Belgrove,2022-06-19,0.494
HY Wai-iti at Belgrove,2022-06-20,0
HY Wai-iti at Belgrove,2022-06-21,0
HY Wai-iti at Belgrove,2022-06-22,0
HY Wai-iti at Belgrove,2022-06-23,0
HY Wai-iti at Belgrove,2022-06-24,3.006
HY Wai-iti at Belgrove,2022-06-25,30.561
HY Wai-iti at Belgrove,2022-06-26,0.501
HY Wai-iti at Belgrove,2022-06-27,0
HY Wai-iti at Belgrove,2022-06-28,17.535
HY Wai-iti at Belgrove,2022-06-29,0
HY Wai-iti at Belgrove,2022-06-30,0
HY Wai-iti at Belgrove,2022-07-01,0
HY Wai-iti at Belgrove,2022-07-02,0
HY Wai-iti at Belgrove,2022-07-03,0
HY Wai-iti at Belgrove,2022-07-04,0
HY Wai-iti at Belgrove,2022-07-05,0
HY Wai-iti at Belgrove,2022-07-06,0
HY Wai-iti at Belgrove,2022-07-07,1.2075
HY Wai-iti at Belgrove,2022-07-08,26.8485
HY Wai-iti at Belgrove,2022-07-09,17.034
HY Wai-iti at Belgrove,2022-07-10,13.026
HY Wai-iti at Belgrove,2022-07-11,1.503
HY Wai-iti at Belgrove,2022-07-12,51.603
HY Wai-iti at Belgrove,2022-07-13,0.501
HY Wai-iti at Belgrove,2022-07-14,0.501
HY Wai-iti at Belgrove,2022-07-15,0.501
HY Wai-iti at Belgrove,2022-07-16,0
HY Wai-iti at Belgrove,2022-07-17,0.501
HY Wai-iti at Belgrove,2022-07-18,0
HY Wai-iti at Belgrove,2022-07-19,9.018
HY Wai-iti at Belgrove,2022-07-20,11.022
HY Wai-iti at Belgrove,2022-07-21,0.501
HY Wai-iti at Belgrove,2022-07-22,0
HY Wai-iti at Belgrove,2022-07-23,0
HY Wai-iti at Belgrove,2022-07-24,0
HY Wai-iti at Belgrove,2022-07-25,19.260118
HY Wai-iti at Belgrove,2022-07-26,32.34288
HY Wai-iti at Belgrove,2022-07-27,0.501
HY Wai-iti at Belgrove,2022-07-28,8.016
HY Wai-iti at Belgrove,2022-07-29,0.501
HY Wai-iti at Belgrove,2022-07-30,24.549
HY Wai-iti at Belgrove,2022-07-31,15.531
HY Wai-iti at Belgrove,2022-08-01,0
HY Wai-iti at Belgrove,2022-08-02,3.507
HY Wai-iti at Belgrove,2022-08-03,15.03
HY Wai-iti at Belgrove,2022-08-04,0
HY Wai-iti at Belgrove,2022-08-05,0
HY Wai-iti at Belgrove,2022-08-06,12.024
HY Wai-iti at Belgrove,2022-08-07,3.2365308
HY Wai-iti at Belgrove,2022-08-08,2.2744692
HY Wai-iti at Belgrove,2022-08-09,0
HY Wai-iti at Belgrove,2022-08-10,0
HY Wai-iti at Belgrove,2022-08-11,0
HY Wai-iti at Belgrove,2022-08-12,0
HY Wai-iti at Belgrove,2022-08-13,0
HY Wai-iti at Belgrove,2022-08-14,0
HY Wai-iti at Belgrove,2022-08-15,0
HY Wai-iti at Belgrove,2022-08-16,7.858459
HY Wai-iti at Belgrove,2022-08-17,34.14154
HY Wai-iti at Belgrove,2022-08-18,24.5
HY Wai-iti at Belgrove,2022-08-19,30.23183
HY Wai-iti at Belgrove,2022-08-20,35.26817
HY Wai-iti at Belgrove,2022-08-21,3
HY Wai-iti at Belgrove,2022-08-22,0
HY Wai-iti at Belgrove,2022-08-23,0
HY Wai-iti at Belgrove,2022-08-24,0
HY Wai-iti at Belgrove,2022-08-25,5.94
HY Wai-iti at Belgrove,2022-08-26,0
HY Wai-iti at Belgrove,2022-08-27,0
HY Wai-iti at Belgrove,2022-08-28,0
HY Wai-iti at Belgrove,2022-08-29,0
HY Wai-iti at Belgrove,2022-08-30,0
HY Wai-iti at Belgrove,2022-08-31,0
HY Wai-iti at Belgrove,2022-09-01,0
HY Wai-iti at Belgrove,2022-09-02,0
HY Wai-iti at Belgrove,2022-09-03,4.94
HY Wai-iti at Belgrove,2022-09-04,0
HY Wai-iti at Belgrove,2022-09-05,0
HY Wai-iti at Belgrove,2022-09-06,0
HY Wai-iti at Belgrove,2022-09-07,0
HY Wai-iti at Belgrove,2022-09-08,0
HY Wai-iti at Belgrove,2022-09-09,0
HY Wai-iti at Belgrove,2022-09-10,0
HY Wai-iti at Belgrove,2022-09-11,0.988
HY Wai-iti at Belgrove,2022-09-12,1.482
HY Wai-iti at Belgrove,2022-09-13,5.434
HY Wai-iti at Belgrove,2022-09-14,0.988
HY Wai-iti at Belgrove,2022-09-15,0
HY Wai-iti at Belgrove,2022-09-16,0
HY Wai-iti at Belgrove,2022-09-17,0
HY Wai-iti at Belgrove,2022-09-18,0
HY Wai-iti at Belgrove,2022-09-19,11.856
HY Wai-iti at Belgrove,2022-09-20,9.88
HY Wai-iti at Belgrove,2022-09-21,11.362
HY Wai-iti at Belgrove,2022-09-22,0
HY Wai-iti at Belgrove,2022-09-23,0
HY Wai-iti at Belgrove,2022-09-24,0.988
HY Wai-iti at Belgrove,2022-09-25,0
HY Wai-iti at Belgrove,2022-09-26,0
HY Wai-iti at Belgrove,2022-09-27,0
HY Wai-iti at Belgrove,2022-09-28,6.422
HY Wai-iti at Belgrove,2022-09-29,33.098
HY Wai-iti at Belgrove,2022-09-30,28.158
HY Wai-iti at Belgrove,2022-10-01,0.988
HY Wai-iti at Belgrove,2022-10-02,1.482
HY Wai-iti at Belgrove,2022-10-03,0.988
HY Wai-iti at Belgrove,2022-10-04,0
HY Wai-iti at Belgrove,2022-10-05,6.422
HY Wai-iti at Belgrove,2022-10-06,0
HY Wai-iti at Belgrove,2022-10-07,0
HY Wai-iti at Belgrove,2022-10-08,0
HY Wai-iti at Belgrove,2022-10-09,0
HY Wai-iti at Belgrove,2022-10-10,0
HY Wai-iti at Belgrove,2022-10-11,1.482
HY Wai-iti at Belgrove,2022-10-12,0
HY Wai-iti at Belgrove,2022-10-13,0
HY Wai-iti at Belgrove,2022-10-14,0
HY Wai-iti at Belgrove,2022-10-15,0
HY Wai-iti at Belgrove,2022-10-16,0
HY Wai-iti at Belgrove,2022-10-17,0
HY Wai-iti at Belgrove,2022-10-18,0
HY Wai-iti at Belgrove,2022-10-19,0
HY Wai-iti at Belgrove,2022-10-20,0
HY Wai-iti at Belgrove,2022-10-21,0
HY Wai-iti at Belgrove,2022-10-22,0
HY Wai-iti at Belgrove,2022-10-23,0
HY Wai-iti at Belgrove,2022-10-24,0
HY Wai-iti at Belgrove,2022-10-25,0
HY Wai-iti at Belgrove,2022-10-26,0
HY Wai-iti at Belgrove,2022-10-27,0
HY Wai-iti at Belgrove,2022-10-28,0
HY Wai-iti at Belgrove,2022-10-29,2
HY Wai-iti at Belgrove,2022-10-30,0
HY Wai-iti at Belgrove,2022-10-31,0.5
HY Wai-iti at Belgrove,2022-11-01,0
HY Wai-iti at Belgrove,2022-11-02,4
HY Wai-iti at Belgrove,2022-11-03,5
HY Wai-iti at Belgrove,2022-11-04,0
HY Wai-iti at Belgrove,2022-11-05,0
HY Wai-iti at Belgrove,2022-11-06,0
HY Wai-iti at Belgrove,2022-11-07,0
HY Wai-iti at Belgrove,2022-11-08,0
HY Wai-iti at Belgrove,2022-11-09,0
HY Wai-iti at Belgrove,2022-11-10,0
HY Wai-iti at Belgrove,2022-11-11,0.5
HY Wai-iti at Belgrove,2022-11-12,6.5
HY Wai-iti at Belgrove,2022-11-13,0
HY Wai-iti at Belgrove,2022-11-14,0
HY Wai-iti at Belgrove,2022-11-15,0
HY Wai-iti at Belgrove,2022-11-16,0.5
HY Wai-iti at Belgrove,2022-11-17,21.5
HY Wai-iti at Belgrove,2022-11-18,17.5
HY Wai-iti at Belgrove,2022-11-19,27
HY Wai-iti at Belgrove,2022-11-20,39.5
HY Wai-iti at Belgrove,2022-11-21,2
HY Wai-iti at Belgrove,2022-11-22,0
HY Wai-iti at Belgrove,2022-11-23,4
HY Wai-iti at Belgrove,2022-11-24,6.5
HY Wai-iti at Belgrove,2022-11-25,0.5
HY Wai-iti at Belgrove,2022-11-26,0
HY Wai-iti at Belgrove,2022-11-27,16.5
HY Wai-iti at Belgrove,2022-11-28,0
HY Wai-iti at Belgrove,2022-11-29,0
HY Wai-iti at Belgrove,2022-11-30,0.5
HY Wai-iti at Belgrove,2022-12-01,0
HY Wai-iti at Belgrove,2022-12-02,0.5
HY Wai-iti at Belgrove,2022-12-03,0
HY Wai-iti at Belgrove,2022-12-04,0
HY Wai-iti at Belgrove,2022-12-05,0
HY Wai-iti at Belgrove,2022-12-06,0
HY Wai-iti at Belgrove,2022-12-07,0
HY Wai-iti at Belgrove,2022-12-08,0
HY Wai-iti at Belgrove,2022-12-09,2
HY Wai-iti at Belgrove,2022-12-10,1.5
HY Wai-iti at Belgrove,2022-12-11,1.5
HY Wai-iti at Belgrove,2022-12-12,0
HY Wai-iti at Belgrove,2022-12-13,0
HY Wai-iti at Belgrove,2022-12-14,0
HY Wai-iti at Belgrove,2022-12-15,12
HY Wai-iti at Belgrove,2022-12-16,2.5
HY Wai-iti at Belgrove,2022-12-17,0
HY Wai-iti at Belgrove,2022-12-18,0
HY Wai-iti at Belgrove,2022-12-19,6.5
HY Wai-iti at Belgrove,2022-12-20,1.5
HY Wai-iti at Belgrove,2022-12-21,1.5
HY Wai-iti at Belgrove,2022-12-22,0
HY Wai-iti at Belgrove,2022-12-23,0
HY Wai-iti at Belgrove,2022-12-24,0
HY Wai-iti at Belgrove,2022-12-25,0
HY Wai-iti at Belgrove,2022-12-26,0
HY Wai-iti at Belgrove,2022-12-27,0
HY Wai-iti at Belgrove,2022-12-28,0
HY Wai-iti at Belgrove,2022-12-29,0
HY Wai-iti at Belgrove,2022-12-30,0
HY Wai-iti at Belgrove,2022-12-31,0
HY Wai-iti at Belgrove,2023-01-01,0
HY Wai-iti at Belgrove,2023-01-02,0
HY Wai-iti at Belgrove,2023-01-03,0
HY Wai-iti at Belgrove,2023-01-04,0
HY Wai-iti at Belgrove,2023-01-05,13
HY Wai-iti at Belgrove,2023-01-06,18.5
HY Wai-iti at Belgrove,2023-01-07,1
HY Wai-iti at Belgrove,2023-01-08,0
HY Wai-iti at Belgrove,2023-01-09,0
HY Wai-iti at Belgrove,2023-01-10,0
HY Wai-iti at Belgrove,2023-01-11,0
HY Wai-iti at Belgrove,2023-01-12,0
HY Wai-iti at Belgrove,2023-01-13,0
HY Wai-iti at Belgrove,2023-01-14,0
HY Wai-iti at Belgrove,2023-01-15,0
HY Wai-iti at Belgrove,2023-01-16,0
HY Wai-iti at Belgrove,2023-01-17,0
HY Wai-iti at Belgrove,2023-01-18,0
HY Wai-iti at Belgrove,2023-01-19,0
HY Wai-iti at Belgrove,2023-01-20,0
HY Wai-iti at Belgrove,2023-01-21,0
HY Wai-iti at Belgrove,2023-01-22,0
HY Wai-iti at Belgrove,2023-01-23,0
HY Richmond Weather at TDC Roof,2017-01-01,0.482
HY Richmond Weather at TDC Roof,2017-01-02,0
HY Richmond Weather at TDC Roof,2017-01-03,4.82
HY Richmond Weather at TDC Roof,2017-01-04,0
HY Richmond Weather at TDC Roof,2017-01-05,0
HY Richmond Weather at TDC Roof,2017-01-06,0
HY Richmond Weather at TDC Roof,2017-01-07,0
HY Richmond Weather at TDC Roof,2017-01-08,0
HY Richmond Weather at TDC Roof,2017-01-09,1.446
HY Richmond Weather at TDC Roof,2017-01-10,0
HY Richmond Weather at TDC Roof,2017-01-11,0
HY Richmond Weather at TDC Roof,2017-01-12,2.41
HY Richmond Weather at TDC Roof,2017-01-13,0
HY Richmond Weather at TDC Roof,2017-01-14,0
HY Richmond Weather at TDC Roof,2017-01-15,0
HY Richmond Weather at TDC Roof,2017-01-16,0
HY Richmond Weather at TDC Roof,2017-01-17,0
HY Richmond Weather at TDC Roof,2017-01-18,3.374
HY Richmond Weather at TDC Roof,2017-01-19,9.158
HY Richmond Weather at TDC Roof,2017-01-20,0.482
HY Richmond Weather at TDC Roof,2017-01-21,14.46
HY Richmond Weather at TDC Roof,2017-01-22,37.114
HY Richmond Weather at TDC Roof,2017-01-23,0
HY Richmond Weather at TDC Roof,2017-01-24,0
HY Richmond Weather at TDC Roof,2017-01-25,0
HY Richmond Weather at TDC Roof,2017-01-26,0
HY Richmond Weather at TDC Roof,2017-01-27,0
HY Richmond Weather at TDC Roof,2017-01-28,0
HY Richmond Weather at TDC Roof,2017-01-29,0
HY Richmond Weather at TDC Roof,2017-01-30,0
HY Richmond Weather at TDC Roof,2017-01-31,0
HY Richmond Weather at TDC Roof,2017-02-01,0
HY Richmond Weather at TDC Roof,2017-02-02,11.568
HY Richmond Weather at TDC Roof,2017-02-03,0
HY Richmond Weather at TDC Roof,2017-02-04,0
HY Richmond Weather at TDC Roof,2017-02-05,0
HY Richmond Weather at TDC Roof,2017-02-06,0
HY Richmond Weather at TDC Roof,2017-02-07,9.64
HY Richmond Weather at TDC Roof,2017-02-08,0
HY Richmond Weather at TDC Roof,2017-02-09,0
HY Richmond Weather at TDC Roof,2017-02-10,0
HY Richmond Weather at TDC Roof,2017-02-11,0
HY Richmond Weather at TDC Roof,2017-02-12,0
HY Richmond Weather at TDC Roof,2017-02-13,2.41
HY Richmond Weather at TDC Roof,2017-02-14,0
HY Richmond Weather at TDC Roof,2017-02-15,0
HY Richmond Weather at TDC Roof,2017-02-16,0
HY Richmond Weather at TDC Roof,2017-02-17,0.964
HY Richmond Weather at TDC Roof,2017-02-18,0
HY Richmond Weather at TDC Roof,2017-02-19,0
HY Richmond Weather at TDC Roof,2017-02-20,0
HY Richmond Weather at TDC Roof,2017-02-21,0
HY Richmond Weather at TDC Roof,2017-02-22,0
HY Richmond Weather at TDC Roof,2017-02-23,0
HY Richmond Weather at TDC Roof,2017-02-24,0
HY Richmond Weather at TDC Roof,2017-02-25,0
HY Richmond Weather at TDC Roof,2017-02-26,0
HY Richmond Weather at TDC Roof,2017-02-27,0
HY Richmond Weather at TDC Roof,2017-02-28,0
HY Richmond Weather at TDC Roof,2017-03-01,0
HY Richmond Weather at TDC Roof,2017-03-02,0
HY Richmond Weather at TDC Roof,2017-03-03,0
HY Richmond Weather at TDC Roof,2017-03-04,0
HY Richmond Weather at TDC Roof,2017-03-05,0
HY Richmond Weather at TDC Roof,2017-03-06,0
HY Richmond Weather at TDC Roof,2017-03-07,5.302
HY Richmond Weather at TDC Roof,2017-03-08,0
HY Richmond Weather at TDC Roof,2017-03-09,0
HY Richmond Weather at TDC Roof,2017-03-10,1.928
HY Richmond Weather at TDC Roof,2017-03-11,14.942
HY Richmond Weather at TDC Roof,2017-03-12,26.992
HY Richmond Weather at TDC Roof,2017-03-13,6.748
HY Richmond Weather at TDC Roof,2017-03-14,5.302
HY Richmond Weather at TDC Roof,2017-03-15,0
HY Richmond Weather at TDC Roof,2017-03-16,0
HY Richmond Weather at TDC Roof,2017-03-17,0
HY Richmond Weather at TDC Roof,2017-03-18,0
HY Richmond Weather at TDC Roof,2017-03-19,0
HY Richmond Weather at TDC Roof,2017-03-20,0
HY Richmond Weather at TDC Roof,2017-03-21,0
HY Richmond Weather at TDC Roof,2017-03-22,0
HY Richmond Weather at TDC Roof,2017-03-23,0
HY Richmond Weather at TDC Roof,2017-03-24,0
HY Richmond Weather at TDC Roof,2017-03-25,9.158
HY Richmond Weather at TDC Roof,2017-03-26,9.158
HY Richmond Weather at TDC Roof,2017-03-27,2.41
HY Richmond Weather at TDC Roof,2017-03-28,0
HY Richmond Weather at TDC Roof,2017-03-29,1.446
HY Richmond Weather at TDC Roof,2017-03-30,0
HY Richmond Weather at TDC Roof,2017-03-31,0
HY Richmond Weather at TDC Roof,2017-04-01,0
HY Richmond Weather at TDC Roof,2017-04-02,4.82
HY Richmond Weather at TDC Roof,2017-04-03,3.374
HY Richmond Weather at TDC Roof,2017-04-04,0.964
HY Richmond Weather at TDC Roof,2017-04-05,13.014
HY Richmond Weather at TDC Roof,2017-04-06,0.964
HY Richmond Weather at TDC Roof,2017-04-07,0.482
HY Richmond Weather at TDC Roof,2017-04-08,0.964
HY Richmond Weather at TDC Roof,2017-04-09,0
HY Richmond Weather at TDC Roof,2017-04-10,0
HY Richmond Weather at TDC Roof,2017-04-11,6.748
HY Richmond Weather at TDC Roof,2017-04-12,66.034
HY Richmond Weather at TDC Roof,2017-04-13,23.136
HY Richmond Weather at TDC Roof,2017-04-14,11.568
HY Richmond Weather at TDC Roof,2017-04-15,4.338
HY Richmond Weather at TDC Roof,2017-04-16,4.338
HY Richmond Weather at TDC Roof,2017-04-17,13.014
HY Richmond Weather at TDC Roof,2017-04-18,0
HY Richmond Weather at TDC Roof,2017-04-19,0
HY Richmond Weather at TDC Roof,2017-04-20,0
HY Richmond Weather at TDC Roof,2017-04-21,0
HY Richmond Weather at TDC Roof,2017-04-22,0
HY Richmond Weather at TDC Roof,2017-04-23,0
HY Richmond Weather at TDC Roof,2017-04-24,0
HY Richmond Weather at TDC Roof,2017-04-25,0
HY Richmond Weather at TDC Roof,2017-04-26,0
HY Richmond Weather at TDC Roof,2017-04-27,0.482
HY Richmond Weather at TDC Roof,2017-04-28,1.446
HY Richmond Weather at TDC Roof,2017-04-29,0.964
HY Richmond Weather at TDC Roof,2017-04-30,7.712
HY Richmond Weather at TDC Roof,2017-05-01,0
HY Richmond Weather at TDC Roof,2017-05-02,0
HY Richmond Weather at TDC Roof,2017-05-03,0.964
HY Richmond Weather at TDC Roof,2017-05-04,0
HY Richmond Weather at TDC Roof,2017-05-05,0
HY Richmond Weather at TDC Roof,2017-05-06,0
HY Richmond Weather at TDC Roof,2017-05-07,0
HY Richmond Weather at TDC Roof,2017-05-08,0
