site,date,rainfall_mm
HY Richmond Weather at TDC Roof,2017-07-27,6.266
HY Richmond Weather at TDC Roof,2017-07-28,0.964
HY Richmond Weather at TDC Roof,2017-07-29,0
HY Richmond Weather at TDC Roof,2017-07-30,0
HY Richmond Weather at TDC Roof,2017-07-31,0.482
HY Richmond Weather at TDC Roof,2017-08-01,0
HY Richmond Weather at TDC Roof,2017-08-02,0.482
HY Richmond Weather at TDC Roof,2017-08-03,0
HY Richmond Weather at TDC Roof,2017-08-04,0
HY Richmond Weather at TDC Roof,2017-08-05,0
HY Richmond Weather at TDC Roof,2017-08-06,14.942
HY Richmond Weather at TDC Roof,2017-08-07,0
HY Richmond Weather at TDC Roof,2017-08-08,10.604
HY Richmond Weather at TDC Roof,2017-08-09,26.992
HY Richmond Weather at TDC Roof,2017-08-10,3.374
HY Richmond Weather at TDC Roof,2017-08-11,0
HY Richmond Weather at TDC Roof,2017-08-12,2.892
HY Richmond Weather at TDC Roof,2017-08-13,5.784
HY Richmond Weather at TDC Roof,2017-08-14,4.82
HY Richmond Weather at TDC Roof,2017-08-15,0.482
HY Richmond Weather at TDC Roof,2017-08-16,0.964
HY Richmond Weather at TDC Roof,2017-08-17,5.784
HY Richmond Weather at TDC Roof,2017-08-18,0.482
HY Richmond Weather at TDC Roof,2017-08-19,0.482
HY Richmond Weather at TDC Roof,2017-08-20,0.482
HY Richmond Weather at TDC Roof,2017-08-21,0
HY Richmond Weather at TDC Roof,2017-08-22,0
HY Richmond Weather at TDC Roof,2017-08-23,0
HY Richmond Weather at TDC Roof,2017-08-24,0
HY Richmond Weather at TDC Roof,2017-08-25,0
HY Richmond Weather at TDC Roof,2017-08-26,0
HY Richmond Weather at TDC Roof,2017-08-27,0
HY Richmond Weather at TDC Roof,2017-08-28,37.114
HY Richmond Weather at TDC Roof,2017-08-29,0
HY Richmond Weather at TDC Roof,2017-08-30,0
HY Richmond Weather at TDC Roof,2017-08-31,3.374
HY Richmond Weather at TDC Roof,2017-09-01,0
HY Richmond Weather at TDC Roof,2017-09-02,0
HY Richmond Weather at TDC Roof,2017-09-03,5.784
HY Richmond Weather at TDC Roof,2017-09-04,0
HY Richmond Weather at TDC Roof,2017-09-05,1.446
HY Richmond Weather at TDC Roof,2017-09-06,5.784
HY Richmond Weather at TDC Roof,2017-09-07,6.266
HY Richmond Weather at TDC Roof,2017-09-08,1.446
HY Richmond Weather at TDC Roof,2017-09-09,0
HY Richmond Weather at TDC Roof,2017-09-10,3.374
HY Richmond Weather at TDC Roof,2017-09-11,0
HY Richmond Weather at TDC Roof,2017-09-12,0
HY Richmond Weather at TDC Roof,2017-09-13,0
HY Richmond Weather at TDC Roof,2017-09-14,0
HY Richmond Weather at TDC Roof,2017-09-15,2.41
HY Richmond Weather at TDC Roof,2017-09-16,2.892
HY Richmond Weather at TDC Roof,2017-09-17,21.208
HY Richmond Weather at TDC Roof,2017-09-18,1.446
HY Richmond Weather at TDC Roof,2017-09-19,0.482
HY Richmond Weather at TDC Roof,2017-09-20,0
HY Richmond Weather at TDC Roof,2017-09-21,16.388
HY Richmond Weather at TDC Roof,2017-09-22,3.856
HY Richmond Weather at TDC Roof,2017-09-23,0
HY Richmond Weather at TDC Roof,2017-09-24,0
HY Richmond Weather at TDC Roof,2017-09-25,4.82
HY Richmond Weather at TDC Roof,2017-09-26,8.194
HY Richmond Weather at TDC Roof,2017-09-27,0
HY Richmond Weather at TDC Roof,2017-09-28,0
HY Richmond Weather at TDC Roof,2017-09-29,0
HY Richmond Weather at TDC Roof,2017-09-30,0
HY Richmond Weather at TDC Roof,2017-10-01,0.964
HY Richmond Weather at TDC Roof,2017-10-02,0
HY Richmond Weather at TDC Roof,2017-10-03,0
HY Richmond Weather at TDC Roof,2017-10-04,0
HY Richmond Weather at TDC Roof,2017-10-05,0
HY Richmond Weather at TDC Roof,2017-10-06,0
HY Richmond Weather at TDC Roof,2017-10-07,47.718
HY Richmond Weather at TDC Roof,2017-10-08,15.906
HY Richmond Weather at TDC Roof,2017-10-09,8.194
HY Richmond Weather at TDC Roof,2017-10-10,6.748
HY Richmond Weather at TDC Roof,2017-10-11,0.482
HY Richmond Weather at TDC Roof,2017-10-12,0
HY Richmond Weather at TDC Roof,2017-10-13,0
HY Richmond Weather at TDC Roof,2017-10-14,0
HY Richmond Weather at TDC Roof,2017-10-15,0
HY Richmond Weather at TDC Roof,2017-10-16,0
HY Richmond Weather at TDC Roof,2017-10-17,0
HY Richmond Weather at TDC Roof,2017-10-18,0
HY Richmond Weather at TDC Roof,2017-10-19,0
HY Richmond Weather at TDC Roof,2017-10-20,0
HY Richmond Weather at TDC Roof,2017-10-21,0
HY Richmond Weather at TDC Roof,2017-10-22,0
HY Richmond Weather at TDC Roof,2017-10-23,0
HY Richmond Weather at TDC Roof,2017-10-24,0
HY Richmond Weather at TDC Roof,2017-10-25,0.497
HY Richmond Weather at TDC Roof,2017-10-26,0.497
HY Richmond Weather at TDC Roof,2017-10-27,0
HY Richmond Weather at TDC Roof,2017-10-28,0
HY Richmond Weather at TDC Roof,2017-10-29,0
HY Richmond Weather at TDC Roof,2017-10-30,0
HY Richmond Weather at TDC Roof,2017-10-31,0
HY Richmond Weather at TDC Roof,2017-11-01,0
HY Richmond Weather at TDC Roof,2017-11-02,0
HY Richmond Weather at TDC Roof,2017-11-03,0.497
HY Richmond Weather at TDC Roof,2017-11-04,0
HY Richmond Weather at TDC Roof,2017-11-05,0
HY Richmond Weather at TDC Roof,2017-11-06,0
HY Richmond Weather at TDC Roof,2017-11-07,10.927
HY Richmond Weather at TDC Roof,2017-11-08,2.485
HY Richmond Weather at TDC Roof,2017-11-09,0
HY Richmond Weather at TDC Roof,2017-11-10,0
HY Richmond Weather at TDC Roof,2017-11-11,0
HY Richmond Weather at TDC Roof,2017-11-12,2.484
HY Richmond Weather at TDC Roof,2017-11-13,1.491
HY Richmond Weather at TDC Roof,2017-11-14,0.497
HY Richmond Weather at TDC Roof,2017-11-15,0
HY Richmond Weather at TDC Roof,2017-11-16,0
HY Richmond Weather at TDC Roof,2017-11-17,0
HY Richmond Weather at TDC Roof,2017-11-18,0
HY Richmond Weather at TDC Roof,2017-11-19,0
HY Richmond Weather at TDC Roof,2017-11-20,0
HY Richmond Weather at TDC Roof,2017-11-21,0
HY Richmond Weather at TDC Roof,2017-11-22,0
HY Richmond Weather at TDC Roof,2017-11-23,0
HY Richmond Weather at TDC Roof,2017-11-24,0
HY Richmond Weather at TDC Roof,2017-11-25,0
HY Richmond Weather at TDC Roof,2017-11-26,0
HY Richmond Weather at TDC Roof,2017-11-27,0
HY Richmond Weather at TDC Roof,2017-11-28,0
HY Richmond Weather at TDC Roof,2017-11-29,0.994
HY Richmond Weather at TDC Roof,2017-11-30,0
HY Richmond Weather at TDC Roof,2017-12-01,0
HY Richmond Weather at TDC Roof,2017-12-02,0
HY Richmond Weather at TDC Roof,2017-12-03,0
HY Richmond Weather at TDC Roof,2017-12-04,0
HY Richmond Weather at TDC Roof,2017-12-05,0
HY Richmond Weather at TDC Roof,2017-12-06,0
HY Richmond Weather at TDC Roof,2017-12-07,0
HY Richmond Weather at TDC Roof,2017-12-08,0
HY Richmond Weather at TDC Roof,2017-12-09,0
HY Richmond Weather at TDC Roof,2017-12-10,0.994
HY Richmond Weather at TDC Roof,2017-12-11,0
HY Richmond Weather at TDC Roof,2017-12-12,0
HY Richmond Weather at TDC Roof,2017-12-13,0
HY Richmond Weather at TDC Roof,2017-12-14,0
HY Richmond Weather at TDC Roof,2017-12-15,0
HY Richmond Weather at TDC Roof,2017-12-16,0
HY Richmond Weather at TDC Roof,2017-12-17,0
HY Richmond Weather at TDC Roof,2017-12-18,0
HY Richmond Weather at TDC Roof,2017-12-19,0
HY Richmond Weather at TDC Roof,2017-12-20,0.497
HY Richmond Weather at TDC Roof,2017-12-21,0
HY Richmond Weather at TDC Roof,2017-12-22,0
HY Richmond Weather at TDC Roof,2017-12-23,0
HY Richmond Weather at TDC Roof,2017-12-24,0
HY Richmond Weather at TDC Roof,2017-12-25,0
HY Richmond Weather at TDC Roof,2017-12-26,15.399
HY Richmond Weather at TDC Roof,2017-12-27,0
HY Richmond Weather at TDC Roof,2017-12-28,0
HY Richmond Weather at TDC Roof,2017-12-29,0
HY Richmond Weather at TDC Roof,2017-12-30,0
HY Richmond Weather at TDC Roof,2017-12-31,0
HY Richmond Weather at TDC Roof,2018-01-01,0.994
HY Richmond Weather at TDC Roof,2018-01-02,4.472
HY Richmond Weather at TDC Roof,2018-01-03,0
HY Richmond Weather at TDC Roof,2018-01-04,5.467
HY Richmond Weather at TDC Roof,2018-01-05,31.294
HY Richmond Weather at TDC Roof,2018-01-06,5.464
HY Richmond Weather at TDC Roof,2018-01-07,1.988
HY Richmond Weather at TDC Roof,2018-01-08,0
HY Richmond Weather at TDC Roof,2018-01-09,1.988
HY Richmond Weather at TDC Roof,2018-01-10,42.225
HY Richmond Weather at TDC Roof,2018-01-11,32.295
HY Richmond Weather at TDC Roof,2018-01-12,10.433
HY Richmond Weather at TDC Roof,2018-01-13,37.253
HY Richmond Weather at TDC Roof,2018-01-14,0
HY Richmond Weather at TDC Roof,2018-01-15,0
HY Richmond Weather at TDC Roof,2018-01-16,0
HY Richmond Weather at TDC Roof,2018-01-17,59.107
HY Richmond Weather at TDC Roof,2018-01-18,9.936
HY Richmond Weather at TDC Roof,2018-01-19,0
HY Richmond Weather at TDC Roof,2018-01-20,0
HY Richmond Weather at TDC Roof,2018-01-21,0
HY Richmond Weather at TDC Roof,2018-01-22,2.982
HY Richmond Weather at TDC Roof,2018-01-23,0
HY Richmond Weather at TDC Roof,2018-01-24,0
HY Richmond Weather at TDC Roof,2018-01-25,0
HY Richmond Weather at TDC Roof,2018-01-26,0
HY Richmond Weather at TDC Roof,2018-01-27,0
HY Richmond Weather at TDC Roof,2018-01-28,0
HY Richmond Weather at TDC Roof,2018-01-29,0
HY Richmond Weather at TDC Roof,2018-01-30,0
HY Richmond Weather at TDC Roof,2018-01-31,0
HY Richmond Weather at TDC Roof,2018-02-01,18.381
HY Richmond Weather at TDC Roof,2018-02-02,3.477
HY Richmond Weather at TDC Roof,2018-02-03,0
HY Richmond Weather at TDC Roof,2018-02-04,1.491
HY Richmond Weather at TDC Roof,2018-02-05,0
HY Richmond Weather at TDC Roof,2018-02-06,0
HY Richmond Weather at TDC Roof,2018-02-07,0
HY Richmond Weather at TDC Roof,2018-02-08,0
HY Richmond Weather at TDC Roof,2018-02-09,0
HY Richmond Weather at TDC Roof,2018-02-10,3.976
HY Richmond Weather at TDC Roof,2018-02-11,114.743
HY Richmond Weather at TDC Roof,2018-02-12,0
HY Richmond Weather at TDC Roof,2018-02-13,0
HY Richmond Weather at TDC Roof,2018-02-14,0
HY Richmond Weather at TDC Roof,2018-02-15,0
HY Richmond Weather at TDC Roof,2018-02-16,0
HY Richmond Weather at TDC Roof,2018-02-17,0
HY Richmond Weather at TDC Roof,2018-02-18,0
HY Richmond Weather at TDC Roof,2018-02-19,0
HY Richmond Weather at TDC Roof,2018-02-20,51.167
HY Richmond Weather at TDC Roof,2018-02-21,6.457
HY Richmond Weather at TDC Roof,2018-02-22,5.961
HY Richmond Weather at TDC Roof,2018-02-23,0
HY Richmond Weather at TDC Roof,2018-02-24,0
HY Richmond Weather at TDC Roof,2018-02-25,0
HY Richmond Weather at TDC Roof,2018-02-26,2.485
HY Richmond Weather at TDC Roof,2018-02-27,7.951
HY Richmond Weather at TDC Roof,2018-02-28,4.97
HY Richmond Weather at TDC Roof,2018-03-01,0
HY Richmond Weather at TDC Roof,2018-03-02,1.988
HY Richmond Weather at TDC Roof,2018-03-03,0
HY Richmond Weather at TDC Roof,2018-03-04,0
HY Richmond Weather at TDC Roof,2018-03-05,0
HY Richmond Weather at TDC Roof,2018-03-06,0
HY Richmond Weather at TDC Roof,2018-03-07,1.988
HY Richmond Weather at TDC Roof,2018-03-08,0
HY Richmond Weather at TDC Roof,2018-03-09,0
HY Richmond Weather at TDC Roof,2018-03-10,0
HY Richmond Weather at TDC Roof,2018-03-11,0
HY Richmond Weather at TDC Roof,2018-03-12,0
HY Richmond Weather at TDC Roof,2018-03-13,0
HY Richmond Weather at TDC Roof,2018-03-14,0
HY Richmond Weather at TDC Roof,2018-03-15,0
HY Richmond Weather at TDC Roof,2018-03-16,0
HY Richmond Weather at TDC Roof,2018-03-17,0
HY Richmond Weather at TDC Roof,2018-03-18,0
HY Richmond Weather at TDC Roof,2018-03-19,0
HY Richmond Weather at TDC Roof,2018-03-20,0
HY Richmond Weather at TDC Roof,2018-03-21,0
HY Richmond Weather at TDC Roof,2018-03-22,74.511
HY Richmond Weather at TDC Roof,2018-03-23,14.907
HY Richmond Weather at TDC Roof,2018-03-24,5.464
HY Richmond Weather at TDC Roof,2018-03-25,0
HY Richmond Weather at TDC Roof,2018-03-26,0
HY Richmond Weather at TDC Roof,2018-03-27,5.66
HY Richmond Weather at TDC Roof,2018-03-28,4.719
HY Richmond Weather at TDC Roof,2018-03-29,0
HY Richmond Weather at TDC Roof,2018-03-30,0
HY Richmond Weather at TDC Roof,2018-03-31,0
HY Richmond Weather at TDC Roof,2018-04-01,0
HY Richmond Weather at TDC Roof,2018-04-02,0
HY Richmond Weather at TDC Roof,2018-04-03,0.472
HY Richmond Weather at TDC Roof,2018-04-04,0
HY Richmond Weather at TDC Roof,2018-04-05,0
HY Richmond Weather at TDC Roof,2018-04-06,0
HY Richmond Weather at TDC Roof,2018-04-07,0
HY Richmond Weather at TDC Roof,2018-04-08,0
HY Richmond Weather at TDC Roof,2018-04-09,12.734
HY Richmond Weather at TDC Roof,2018-04-10,11.794
HY Richmond Weather at TDC Roof,2018-04-11,0
HY Richmond Weather at TDC Roof,2018-04-12,0
HY Richmond Weather at TDC Roof,2018-04-13,0
HY Richmond Weather at TDC Roof,2018-04-14,0
HY Richmond Weather at TDC Roof,2018-04-15,5.66
HY Richmond Weather at TDC Roof,2018-04-16,16.983
HY Richmond Weather at TDC Roof,2018-04-17,0
HY Richmond Weather at TDC Roof,2018-04-18,0
HY Richmond Weather at TDC Roof,2018-04-19,0
HY Richmond Weather at TDC Roof,2018-04-20,0
HY Richmond Weather at TDC Roof,2018-04-21,0
HY Richmond Weather at TDC Roof,2018-04-22,0
HY Richmond Weather at TDC Roof,2018-04-23,0
HY Richmond Weather at TDC Roof,2018-04-24,0
HY Richmond Weather at TDC Roof,2018-04-25,0
HY Richmond Weather at TDC Roof,2018-04-26,0
HY Richmond Weather at TDC Roof,2018-04-27,0
HY Richmond Weather at TDC Roof,2018-04-28,9.44
HY Richmond Weather at TDC Roof,2018-04-29,9.91
HY Richmond Weather at TDC Roof,2018-04-30,4.72
HY Richmond Weather at TDC Roof,2018-05-01,0
HY Richmond Weather at TDC Roof,2018-05-02,0
HY Richmond Weather at TDC Roof,2018-05-03,0
HY Richmond Weather at TDC Roof,2018-05-04,0
HY Richmond Weather at TDC Roof,2018-05-05,1.887
HY Richmond Weather at TDC Roof,2018-05-06,5.188
HY Richmond Weather at TDC Roof,2018-05-07,0
HY Richmond Weather at TDC Roof,2018-05-08,0
HY Richmond Weather at TDC Roof,2018-05-09,0
HY Richmond Weather at TDC Roof,2018-05-10,0
HY Richmond Weather at TDC Roof,2018-05-11,8.495
HY Richmond Weather at TDC Roof,2018-05-12,0
HY Richmond Weather at TDC Roof,2018-05-13,12.741
HY Richmond Weather at TDC Roof,2018-05-14,0
HY Richmond Weather at TDC Roof,2018-05-15,8.496
HY Richmond Weather at TDC Roof,2018-05-16,30.185
HY Richmond Weather at TDC Roof,2018-05-17,0
HY Richmond Weather at TDC Roof,2018-05-18,0
HY Richmond Weather at TDC Roof,2018-05-19,11.791
HY Richmond Weather at TDC Roof,2018-05-20,0.472
HY Richmond Weather at TDC Roof,2018-05-21,0
HY Richmond Weather at TDC Roof,2018-05-22,4.245
HY Richmond Weather at TDC Roof,2018-05-23,4.246
HY Richmond Weather at TDC Roof,2018-05-24,3.304
HY Richmond Weather at TDC Roof,2018-05-25,2.36
HY Richmond Weather at TDC Roof,2018-05-26,0
HY Richmond Weather at TDC Roof,2018-05-27,0
HY Richmond Weather at TDC Roof,2018-05-28,0
HY Richmond Weather at TDC Roof,2018-05-29,0
HY Richmond Weather at TDC Roof,2018-05-30,0
HY Richmond Weather at TDC Roof,2018-05-31,0
HY Richmond Weather at TDC Roof,2018-06-01,0
HY Richmond Weather at TDC Roof,2018-06-02,0
HY Richmond Weather at TDC Roof,2018-06-03,0
HY Richmond Weather at TDC Roof,2018-06-04,0
HY Richmond Weather at TDC Roof,2018-06-05,0
HY Richmond Weather at TDC Roof,2018-06-06,0
HY Richmond Weather at TDC Roof,2018-06-07,0
HY Richmond Weather at TDC Roof,2018-06-08,0
HY Richmond Weather at TDC Roof,2018-06-09,0
HY Richmond Weather at TDC Roof,2018-06-10,0
HY Richmond Weather at TDC Roof,2018-06-11,0
HY Richmond Weather at TDC Roof,2018-06-12,0
HY Richmond Weather at TDC Roof,2018-06-13,4.72
HY Richmond Weather at TDC Roof,2018-06-14,0
HY Richmond Weather at TDC Roof,2018-06-15,0
HY Richmond Weather at TDC Roof,2018-06-16,1.416
HY Richmond Weather at TDC Roof,2018-06-17,1.416
HY Richmond Weather at TDC Roof,2018-06-18,16.043
HY Richmond Weather at TDC Roof,2018-06-19,0
HY Richmond Weather at TDC Roof,2018-06-20,0.472
HY Richmond Weather at TDC Roof,2018-06-21,0
HY Richmond Weather at TDC Roof,2018-06-22,0
HY Richmond Weather at TDC Roof,2018-06-23,0
HY Richmond Weather at TDC Roof,2018-06-24,2.359
HY Richmond Weather at TDC Roof,2018-06-25,4.718
HY Richmond Weather at TDC Roof,2018-06-26,0.944
HY Richmond Weather at TDC Roof,2018-06-27,0
HY Richmond Weather at TDC Roof,2018-06-28,0
HY Richmond Weather at TDC Roof,2018-06-29,0
HY Richmond Weather at TDC Roof,2018-06-30,0
HY Richmond Weather at TDC Roof,2018-07-01,13.68
HY Richmond Weather at TDC Roof,2018-07-02,1.416
HY Richmond Weather at TDC Roof,2018-07-03,0
HY Richmond Weather at TDC Roof,2018-07-04,0.472
HY Richmond Weather at TDC Roof,2018-07-05,0
HY Richmond Weather at TDC Roof,2018-07-06,0
HY Richmond Weather at TDC Roof,2018-07-07,1.416
HY Richmond Weather at TDC Roof,2018-07-08,26.896
HY Richmond Weather at TDC Roof,2018-07-09,5.192
HY Richmond Weather at TDC Roof,2018-07-10,0.472
HY Richmond Weather at TDC Roof,2018-07-11,0
HY Richmond Weather at TDC Roof,2018-07-12,0
HY Richmond Weather at TDC Roof,2018-07-13,0
HY Richmond Weather at TDC Roof,2018-07-14,0
HY Richmond Weather at TDC Roof,2018-07-15,7.82
HY Richmond Weather at TDC Roof,2018-07-16,5.52
HY Richmond Weather at TDC Roof,2018-07-17,0
HY Richmond Weather at TDC Roof,2018-07-18,0
HY Richmond Weather at TDC Roof,2018-07-19,0
HY Richmond Weather at TDC Roof,2018-07-20,0
HY Richmond Weather at TDC Roof,2018-07-21,13.336
HY Richmond Weather at TDC Roof,2018-07-22,0
HY Richmond Weather at TDC Roof,2018-07-23,1.38
HY Richmond Weather at TDC Roof,2018-07-24,0.92
HY Richmond Weather at TDC Roof,2018-07-25,0.46
HY Richmond Weather at TDC Roof,2018-07-26,0
HY Richmond Weather at TDC Roof,2018-07-27,0
HY Richmond Weather at TDC Roof,2018-07-28,0
HY Richmond Weather at TDC Roof,2018-07-29,0.92
HY Richmond Weather at TDC Roof,2018-07-30,0
HY Richmond Weather at TDC Roof,2018-07-31,0.92
HY Richmond Weather at TDC Roof,2018-08-01,0.46
HY Richmond Weather at TDC Roof,2018-08-02,11.497
HY Richmond Weather at TDC Roof,2018-08-03,0
HY Richmond Weather at TDC Roof,2018-08-04,0
HY Richmond Weather at TDC Roof,2018-08-05,0.46
HY Richmond Weather at TDC Roof,2018-08-06,0.92
HY Richmond Weather at TDC Roof,2018-08-07,0
HY Richmond Weather at TDC Roof,2018-08-08,20.691
HY Richmond Weather at TDC Roof,2018-08-09,0
HY Richmond Weather at TDC Roof,2018-08-10,0
HY Richmond Weather at TDC Roof,2018-08-11,0
HY Richmond Weather at TDC Roof,2018-08-12,0
HY Richmond Weather at TDC Roof,2018-08-13,0
HY Richmond Weather at TDC Roof,2018-08-14,7.357
HY Richmond Weather at TDC Roof,2018-08-15,0
HY Richmond Weather at TDC Roof,2018-08-16,0
HY Richmond Weather at TDC Roof,2018-08-17,0.46
HY Richmond Weather at TDC Roof,2018-08-18,0
HY Richmond Weather at TDC Roof,2018-08-19,0
HY Richmond Weather at TDC Roof,2018-08-20,36.324
HY Richmond Weather at TDC Roof,2018-08-21,5.979
HY Richmond Weather at TDC Roof,2018-08-22,0
HY Richmond Weather at TDC Roof,2018-08-23,0
HY Richmond Weather at TDC Roof,2018-08-24,0
HY Richmond Weather at TDC Roof,2018-08-25,0
HY Richmond Weather at TDC Roof,2018-08-26,0
HY Richmond Weather at TDC Roof,2018-08-27,0
HY Richmond Weather at TDC Roof,2018-08-28,0
HY Richmond Weather at TDC Roof,2018-08-29,9.199
HY Richmond Weather at TDC Roof,2018-08-30,0.46
HY Richmond Weather at TDC Roof,2018-08-31,0
HY Richmond Weather at TDC Roof,2018-09-01,0
HY Richmond Weather at TDC Roof,2018-09-02,12.417
HY Richmond Weather at TDC Roof,2018-09-03,0.92
HY Richmond Weather at TDC Roof,2018-09-04,0
HY Richmond Weather at TDC Roof,2018-09-05,0
HY Richmond Weather at TDC Roof,2018-09-06,0
HY Richmond Weather at TDC Roof,2018-09-07,0
HY Richmond Weather at TDC Roof,2018-09-08,0
HY Richmond Weather at TDC Roof,2018-09-09,0
HY Richmond Weather at TDC Roof,2018-09-10,0
HY Richmond Weather at TDC Roof,2018-09-11,0
HY Richmond Weather at TDC Roof,2018-09-12,0
HY Richmond Weather at TDC Roof,2018-09-13,0
HY Richmond Weather at TDC Roof,2018-09-14,0
HY Richmond Weather at TDC Roof,2018-09-15,0
HY Richmond Weather at TDC Roof,2018-09-16,0
HY Richmond Weather at TDC Roof,2018-09-17,4.6
HY Richmond Weather at TDC Roof,2018-09-18,0
HY Richmond Weather at TDC Roof,2018-09-19,0
HY Richmond Weather at TDC Roof,2018-09-20,0
HY Richmond Weather at TDC Roof,2018-09-21,0
HY Richmond Weather at TDC Roof,2018-09-22,0
HY Richmond Weather at TDC Roof,2018-09-23,0
HY Richmond Weather at TDC Roof,2018-09-24,0
HY Richmond Weather at TDC Roof,2018-09-25,0
HY Richmond Weather at TDC Roof,2018-09-26,0
HY Richmond Weather at TDC Roof,2018-09-27,0.46
HY Richmond Weather at TDC Roof,2018-09-28,0
HY Richmond Weather at TDC Roof,2018-09-29,0
HY Richmond Weather at TDC Roof,2018-09-30,0
HY Richmond Weather at TDC Roof,2018-10-01,1.84
HY Richmond Weather at TDC Roof,2018-10-02,0
HY Richmond Weather at TDC Roof,2018-10-03,0
HY Richmond Weather at TDC Roof,2018-10-04,0
HY Richmond Weather at TDC Roof,2018-10-05,0
HY Richmond Weather at TDC Roof,2018-10-06,0
HY Richmond Weather at TDC Roof,2018-10-07,0
HY Richmond Weather at TDC Roof,2018-10-08,0
HY Richmond Weather at TDC Roof,2018-10-09,0
HY Richmond Weather at TDC Roof,2018-10-10,0
HY Richmond Weather at TDC Roof,2018-10-11,29.891
HY Richmond Weather at TDC Roof,2018-10-12,8.277
HY Richmond Weather at TDC Roof,2018-10-13,0
HY Richmond Weather at TDC Roof,2018-10-14,0
HY Richmond Weather at TDC Roof,2018-10-15,0
HY Richmond Weather at TDC Roof,2018-10-16,0.92
HY Richmond Weather at TDC Roof,2018-10-17,0
HY Richmond Weather at TDC Roof,2018-10-18,0
HY Richmond Weather at TDC Roof,2018-10-19,0
HY Richmond Weather at TDC Roof,2018-10-20,0
HY Richmond Weather at TDC Roof,2018-10-21,0
HY Richmond Weather at TDC Roof,2018-10-22,0
HY Richmond Weather at TDC Roof,2018-10-23,0
HY Richmond Weather at TDC Roof,2018-10-24,0
HY Richmond Weather at TDC Roof,2018-10-25,7.355
HY Richmond Weather at TDC Roof,2018-10-26,12.414
HY Richmond Weather at TDC Roof,2018-10-27,3.22
HY Richmond Weather at TDC Roof,2018-10-28,0
HY Richmond Weather at TDC Roof,2018-10-29,4.139
HY Richmond Weather at TDC Roof,2018-10-30,26.665
HY Richmond Weather at TDC Roof,2018-10-31,0
HY Richmond Weather at TDC Roof,2018-11-01,1.38
HY Richmond Weather at TDC Roof,2018-11-02,0
HY Richmond Weather at TDC Roof,2018-11-03,0.92
HY Richmond Weather at TDC Roof,2018-11-04,0.46
HY Richmond Weather at TDC Roof,2018-11-05,0
HY Richmond Weather at TDC Roof,2018-11-06,0
HY Richmond Weather at TDC Roof,2018-11-07,0
HY Richmond Weather at TDC Roof,2018-11-08,0
HY Richmond Weather at TDC Roof,2018-11-09,3.68
HY Richmond Weather at TDC Roof,2018-11-10,0.46
HY Richmond Weather at TDC Roof,2018-11-11,0
HY Richmond Weather at TDC Roof,2018-11-12,0
HY Richmond Weather at TDC Roof,2018-11-13,0
HY Richmond Weather at TDC Roof,2018-11-14,0
HY Richmond Weather at TDC Roof,2018-11-15,0
HY Richmond Weather at TDC Roof,2018-11-16,0
HY Richmond Weather at TDC Roof,2018-11-17,0.92
HY Richmond Weather at TDC Roof,2018-11-18,0
HY Richmond Weather at TDC Roof,2018-11-19,4.138
HY Richmond Weather at TDC Roof,2018-11-20,0
HY Richmond Weather at TDC Roof,2018-11-21,0
HY Richmond Weather at TDC Roof,2018-11-22,0
HY Richmond Weather at TDC Roof,2018-11-23,0
HY Richmond Weather at TDC Roof,2018-11-24,2.76
HY Richmond Weather at TDC Roof,2018-11-25,5.52
HY Richmond Weather at TDC Roof,2018-11-26,5.06
HY Richmond Weather at TDC Roof,2018-11-27,0.92
HY Richmond Weather at TDC Roof,2018-11-28,0.919
HY Richmond Weather at TDC Roof,2018-11-29,0
HY Richmond Weather at TDC Roof,2018-11-30,0
HY Richmond Weather at TDC Roof,2018-12-01,1.38
HY Richmond Weather at TDC Roof,2018-12-02,1.839
HY Richmond Weather at TDC Roof,2018-12-03,3.679
HY Richmond Weather at TDC Roof,2018-12-04,5.057
HY Richmond Weather at TDC Roof,2018-12-05,6.897
HY Richmond Weather at TDC Roof,2018-12-06,1.84
HY Richmond Weather at TDC Roof,2018-12-07,0
HY Richmond Weather at TDC Roof,2018-12-08,0
HY Richmond Weather at TDC Roof,2018-12-09,0
HY Richmond Weather at TDC Roof,2018-12-10,2.758
HY Richmond Weather at TDC Roof,2018-12-11,2.299
HY Richmond Weather at TDC Roof,2018-12-12,0
HY Richmond Weather at TDC Roof,2018-12-13,1.38
HY Richmond Weather at TDC Roof,2018-12-14,0.92
HY Richmond Weather at TDC Roof,2018-12-15,0
HY Richmond Weather at TDC Roof,2018-12-16,0
HY Richmond Weather at TDC Roof,2018-12-17,0
HY Richmond Weather at TDC Roof,2018-12-18,0
HY Richmond Weather at TDC Roof,2018-12-19,11.957
HY Richmond Weather at TDC Roof,2018-12-20,1.38
HY Richmond Weather at TDC Roof,2018-12-21,14.252
HY Richmond Weather at TDC Roof,2018-12-22,0.46
HY Richmond Weather at TDC Roof,2018-12-23,0
HY Richmond Weather at TDC Roof,2018-12-24,0
HY Richmond Weather at TDC Roof,2018-12-25,9.2
HY Richmond Weather at TDC Roof,2018-12-26,0
HY Richmond Weather at TDC Roof,2018-12-27,0
HY Richmond Weather at TDC Roof,2018-12-28,0
HY Richmond Weather at TDC Roof,2018-12-29,0
HY Richmond Weather at TDC Roof,2018-12-30,0
HY Richmond Weather at TDC Roof,2018-12-31,0
HY Richmond Weather at TDC Roof,2019-01-01,0
